host_response_time,host_listings_count,host_has_profile_pic,neighbourhood,property_type,room_type,accommodates,square_feet,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,amenities_count,amenities_premium_count,professionalism
,1.0,t,Ciutat Vella,Apartment,Private room,1,,50,2,0,0,,9,1,0.15000000000000002
within an hour,21.0,t,Ciutat Vella,Serviced apartment,Entire home/apt,6,,150,32,258,7,89.0,24,5,0.8500000000000001
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,2,,56,1,19,139,96.0,16,4,0.45
a few days or more,1.0,t,Gràcia,Apartment,Private room,1,,29,3,46,87,91.0,21,2,0.21250000000000002
within an hour,116.0,t,Eixample,Apartment,Entire home/apt,8,,85,1,292,13,77.0,35,4,0.9
within an hour,1.0,t,Sant Martí,Apartment,Private room,2,,28,1,30,59,96.0,21,3,0.4
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,65,1,307,33,95.0,22,1,0.85
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,2,,26,1,244,196,87.0,18,3,0.75
within a day,1.0,t,Eixample,Apartment,Entire home/apt,8,915.0,120,2,202,249,91.0,30,2,0.575
within an hour,5.0,t,Eixample,Apartment,Entire home/apt,5,,110,3,330,368,94.0,21,3,0.85
within a day,71.0,t,Eixample,Apartment,Entire home/apt,6,,100,1,348,2,100.0,29,1,0.875
within a few hours,5.0,t,Sants-Montjuïc,Serviced apartment,Entire home/apt,6,,290,1,53,0,,19,1,0.48750000000000004
,1.0,t,Ciutat Vella,Apartment,Private room,1,,21,2,0,3,100.0,10,1,0.15000000000000002
within an hour,111.0,t,Gràcia,Apartment,Entire home/apt,5,,178,3,212,46,83.0,28,0,0.9
within an hour,1.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,19,1,82,240,90.0,33,6,0.5
within an hour,206.0,t,Eixample,Apartment,Entire home/apt,6,,350,3,301,38,88.0,25,2,1.0
within an hour,2.0,t,Eixample,Apartment,Private room,2,,50,3,313,57,98.0,16,2,0.85
within an hour,10.0,t,Ciutat Vella,Aparthotel,Entire home/apt,6,,200,2,60,15,93.0,36,9,0.6
within an hour,5.0,t,Eixample,Hostel,Shared room,1,,16,1,363,3,73.0,20,4,0.85
within an hour,6.0,t,Sant Martí,Apartment,Private room,1,,36,4,2,103,91.0,20,2,0.5
within an hour,1.0,t,Eixample,Apartment,Private room,2,,63,2,71,82,97.0,38,10,0.5
within an hour,20.0,t,Horta-Guinardó,Apartment,Entire home/apt,4,,110,3,240,26,90.0,18,0,0.8500000000000001
within an hour,6.0,t,Sants-Montjuïc,Loft,Private room,2,,80,1,71,11,100.0,32,6,0.6
within an hour,15.0,t,Eixample,Serviced apartment,Entire home/apt,7,,90,1,165,15,83.0,19,3,0.75
,1.0,t,Ciutat Vella,Apartment,Private room,2,,21,3,0,1,100.0,21,4,0.15000000000000002
within an hour,111.0,t,Eixample,Apartment,Entire home/apt,8,,218,5,339,3,100.0,15,1,1.0
,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,45,2,0,10,96.0,16,4,0.15000000000000002
within an hour,17.0,t,Horta-Guinardó,Apartment,Entire home/apt,6,,89,3,8,8,98.0,12,1,0.55
within an hour,50.0,t,Gràcia,Apartment,Entire home/apt,3,,60,32,0,1,100.0,15,1,0.55
within an hour,2.0,t,Eixample,Apartment,Private room,2,,54,7,19,58,96.0,37,8,0.45
within an hour,5.0,t,Sarrià-Sant Gervasi,Serviced apartment,Entire home/apt,10,,1700,32,173,0,,37,2,0.65
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,35,2,0,195,95.0,11,2,0.45
within an hour,45.0,t,Eixample,Apartment,Entire home/apt,6,,190,3,252,60,93.0,25,4,0.8500000000000001
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,3,,100,3,354,8,80.0,15,2,0.85
within a few hours,1.0,t,Sarrià-Sant Gervasi,Guest suite,Entire home/apt,2,,110,5,340,2,80.0,11,2,0.7375
within an hour,10.0,t,Eixample,Apartment,Entire home/apt,6,,180,4,279,193,94.0,27,2,0.8
within a few hours,28.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,51,150,222,0,,24,1,0.7875000000000001
within an hour,0.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,120,2,0,0,,12,1,0.35
within an hour,1.0,t,Horta-Guinardó,Guest suite,Private room,2,,37,2,165,31,94.0,25,6,0.6
within a few hours,1.0,t,Ciutat Vella,Apartment,Private room,2,,55,1,56,110,87.0,13,2,0.4375
,1.0,t,Ciutat Vella,Apartment,Private room,2,,50,3,0,5,95.0,8,2,0.15000000000000002
within a few hours,1.0,t,Sants-Montjuïc,Apartment,Entire home/apt,5,,100,3,295,73,93.0,21,0,0.6375
within an hour,5.0,t,Gràcia,Apartment,Entire home/apt,4,,90,1,124,0,,9,1,0.65
within a few hours,7.0,t,Eixample,Apartment,Private room,2,,40,31,69,1,100.0,26,1,0.5375
within a few hours,34.0,t,Gràcia,Apartment,Entire home/apt,5,,85,1,321,14,93.0,23,2,0.8875
within an hour,2.0,t,Sant Martí,Apartment,Private room,2,,50,3,335,4,80.0,13,1,0.85
within an hour,2.0,t,Sants-Montjuïc,Apartment,Private room,1,,60,3,347,74,98.0,29,1,0.85
within an hour,5.0,t,Ciutat Vella,Boat,Entire home/apt,2,,600,1,290,2,100.0,42,12,0.75
within a few hours,4.0,t,Eixample,Serviced apartment,Entire home/apt,6,,500,1,153,0,,30,3,0.5875
within an hour,15.0,t,Sant Martí,Apartment,Entire home/apt,4,,51,31,343,1,80.0,24,2,0.95
within an hour,4.0,t,Sarrià-Sant Gervasi,Serviced apartment,Entire home/apt,6,,500,1,172,0,,32,3,0.65
within an hour,116.0,t,Eixample,Apartment,Entire home/apt,9,,475,1,284,0,,25,2,0.9
within an hour,62.0,t,Sant Martí,Serviced apartment,Entire home/apt,5,,140,2,335,47,93.0,33,4,1.0
within a few hours,9.0,t,Gràcia,Apartment,Shared room,1,,17,1,331,107,86.0,33,3,0.8375
within an hour,37.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,3,,88,2,331,11,88.0,31,1,0.95
within an hour,1.0,t,Eixample,Apartment,Private room,2,,40,1,7,1,100.0,14,2,0.4
within a few hours,1.0,t,Gràcia,Apartment,Private room,2,,22,2,309,58,93.0,11,2,0.7375
within a few hours,4.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,80,2,314,0,,20,2,0.7875
within an hour,2.0,t,Gràcia,Apartment,Entire home/apt,5,,115,4,80,67,96.0,54,15,0.55
,1.0,t,Ciutat Vella,Apartment,Private room,2,,30,1,0,0,,15,0,0.15000000000000002
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,2,,99,1,34,3,100.0,22,2,0.45
within a few hours,1.0,t,Sants-Montjuïc,Loft,Entire home/apt,2,,58,32,182,2,100.0,40,9,0.5375
a few days or more,1.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,50,85,365,0,,12,2,0.6125
within an hour,17.0,t,Eixample,Apartment,Entire home/apt,6,,89,2,281,53,97.0,51,13,0.8500000000000001
,1.0,t,Eixample,Apartment,Private room,2,,55,30,113,0,,16,1,0.35
within an hour,15.0,t,Ciutat Vella,Apartment,Private room,3,,49,1,330,4,70.0,13,2,0.95
within a few hours,12.0,t,Sant Martí,Boat,Entire home/apt,6,,280,2,365,13,88.0,14,2,0.8875
within an hour,5.0,t,Sant Martí,Apartment,Private room,2,,25,1,15,23,87.0,8,1,0.45
within a day,133.0,t,Ciutat Vella,Apartment,Entire home/apt,3,,75,32,309,0,,25,2,0.875
within an hour,77.0,t,Eixample,Apartment,Entire home/apt,3,,90,2,136,102,91.0,47,12,0.8
within a few hours,10.0,t,Les Corts,Apartment,Private room,1,,11,150,313,1,20.0,13,1,0.8375
within an hour,19.0,t,Eixample,Apartment,Private room,1,,9,1,127,11,91.0,11,1,0.75
within a day,5.0,t,Eixample,Condominium,Private room,2,,40,1,349,31,91.0,17,2,0.725
within a few hours,1.0,t,Ciutat Vella,Apartment,Private room,1,,22,32,251,1,100.0,25,0,0.6375
within an hour,1.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,159,32,68,7,100.0,18,1,0.5
,1.0,t,Eixample,Casa particular (Cuba),Private room,1,,80,5,364,0,,11,1,0.55
within a few hours,1.0,t,Gràcia,Apartment,Private room,2,,50,30,188,7,97.0,11,1,0.5375
within an hour,15.0,t,Eixample,Condominium,Entire home/apt,5,,80,3,15,20,89.0,13,1,0.55
within a day,2.0,t,Eixample,Apartment,Private room,1,,33,2,114,49,96.0,40,11,0.525
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,55,2,202,32,83.0,34,9,0.7
within a few hours,1.0,t,Eixample,Apartment,Entire home/apt,6,,151,1,68,11,94.0,26,9,0.4375
within an hour,4.0,t,Eixample,Apartment,Private room,2,0.0,19,1,286,441,86.0,17,3,0.75
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,1,,30,2,129,95,87.0,13,0,0.65
within a day,2.0,t,Eixample,Apartment,Private room,1,,45,1,0,0,,15,0,0.325
within an hour,6.0,t,Ciutat Vella,Apartment,Private room,2,,30,1,50,41,99.0,54,19,0.5
within an hour,1.0,t,Nou Barris,Apartment,Private room,1,,36,1,131,127,99.0,44,12,0.6
within a day,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,60,2,242,6,97.0,36,8,0.575
within a day,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,89,1,167,17,99.0,34,6,0.475
within an hour,45.0,t,Eixample,Apartment,Entire home/apt,4,,75,32,364,0,,12,1,0.95
within an hour,106.0,t,Eixample,Apartment,Entire home/apt,8,,189,2,324,10,82.0,19,2,1.0
,1.0,t,Horta-Guinardó,Apartment,Private room,2,,30,2,0,0,,14,3,0.15000000000000002
within an hour,111.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,4,,175,4,146,61,94.0,22,4,0.8
within a day,133.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,50,32,0,0,,16,1,0.475
within an hour,12.0,t,Eixample,Boutique hotel,Private room,2,,119,1,258,0,,6,2,0.8500000000000001
within a day,2.0,t,Nou Barris,Apartment,Private room,1,,25,3,178,0,,10,1,0.525
,3.0,t,Sant Martí,Condominium,Entire home/apt,3,,285,5,41,0,,15,3,0.2
within an hour,1.0,t,Sant Martí,House,Private room,2,,50,2,14,8,95.0,5,0,0.4
within an hour,22.0,t,Eixample,Apartment,Entire home/apt,4,,80,2,30,19,73.0,20,1,0.55
within an hour,2.0,t,Sant Martí,Apartment,Private room,2,,50,2,44,50,81.0,23,4,0.45
,1.0,t,Eixample,Apartment,Private room,2,,40,1,0,1,40.0,15,5,0.15000000000000002
within an hour,15.0,t,Horta-Guinardó,Apartment,Entire home/apt,4,,50,32,122,1,80.0,23,2,0.75
within an hour,3.0,t,Gràcia,Apartment,Private room,1,,25,7,113,0,,32,5,0.65
within an hour,520.0,t,Ciutat Vella,Apartment,Entire home/apt,8,,145,1,242,25,86.0,11,1,0.9
within a few hours,11.0,t,Eixample,Apartment,Entire home/apt,3,,80,32,85,0,,8,1,0.5875
within an hour,4.0,t,Sant Andreu,Apartment,Entire home/apt,5,,84,2,85,9,93.0,18,1,0.55
within an hour,39.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,90,3,157,13,95.0,12,1,0.75
within an hour,3.0,t,Sarrià-Sant Gervasi,Apartment,Private room,2,,65,1,303,16,99.0,39,9,0.85
,1.0,t,Sants-Montjuïc,Apartment,Private room,1,,42,3,0,2,100.0,6,2,0.15000000000000002
within an hour,8.0,t,Eixample,Apartment,Private room,2,,49,1,61,11,87.0,11,1,0.6
within a few hours,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,60,3,10,60,97.0,13,3,0.3375
within an hour,2.0,t,Gràcia,Apartment,Private room,2,,82,1,155,3,100.0,23,2,0.65
within an hour,1.0,t,Gràcia,Apartment,Private room,2,,55,2,77,18,100.0,34,4,0.5
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,1,,35,2,33,0,,11,0,0.45
within an hour,29.0,t,Sant Martí,Apartment,Entire home/apt,4,0.0,90,2,241,21,90.0,26,2,0.8500000000000001
within an hour,22.0,t,Sarrià-Sant Gervasi,Apartment,Private room,1,,25,3,80,6,80.0,20,3,0.65
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,2,,81,2,37,88,97.0,12,1,0.4
within an hour,6.0,t,Ciutat Vella,Condominium,Private room,1,,85,32,0,0,,25,1,0.5
within an hour,20.0,t,Gràcia,Apartment,Entire home/apt,3,,100,3,241,0,,17,1,0.8500000000000001
within an hour,1.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,4,,80,4,193,85,85.0,25,4,0.6
within a day,3.0,t,Sants-Montjuïc,Apartment,Entire home/apt,5,,125,2,14,15,93.0,26,1,0.325
,2.0,t,Sants-Montjuïc,Apartment,Private room,1,,20,1,0,1,100.0,8,2,0.2
within an hour,1.0,t,Sants-Montjuïc,Condominium,Private room,1,,500,1,312,15,82.0,27,2,0.8
within an hour,6.0,t,Eixample,Apartment,Private room,3,,38,5,0,1,100.0,18,1,0.5
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,1,,50,2,72,4,100.0,1,1,0.55
within an hour,1.0,t,Horta-Guinardó,Apartment,Private room,2,,50,2,331,7,94.0,15,1,0.8
within an hour,520.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,125,1,289,1,20.0,10,1,0.9
within a day,1.0,t,Sant Martí,Loft,Private room,2,,105,3,364,0,,30,6,0.675
within an hour,55.0,t,Eixample,Apartment,Entire home/apt,7,,108,2,218,14,64.0,15,2,0.9
within a few hours,1.0,t,Horta-Guinardó,Apartment,Private room,1,,30,10,222,13,92.0,32,6,0.6375
within an hour,116.0,t,Horta-Guinardó,Apartment,Entire home/apt,5,,63,1,110,0,,18,2,0.8
,1.0,t,Horta-Guinardó,Apartment,Private room,1,,9,1,0,1,100.0,10,1,0.15000000000000002
a few days or more,1.0,t,Eixample,Apartment,Private room,1,,40,3,87,0,,13,1,0.3125
within an hour,2.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,50,30,38,0,,10,1,0.45
within an hour,12.0,t,Eixample,Serviced apartment,Entire home/apt,3,,200,3,252,103,96.0,37,6,0.8500000000000001
,1.0,t,Sant Martí,Apartment,Private room,1,,50,2,0,0,,9,1,0.15000000000000002
within an hour,38.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,4,,238,1,292,26,85.0,20,1,0.8500000000000001
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,4,,35,1,231,43,89.0,16,1,0.7
within an hour,1.0,t,Ciutat Vella,Apartment,Private room,4,,55,5,139,4,80.0,44,17,0.6
a few days or more,1.0,t,Gràcia,Apartment,Entire home/apt,2,,48,1,221,0,,3,1,0.5125
within an hour,6.0,t,Eixample,Apartment,Private room,2,,65,1,168,20,93.0,9,1,0.7
within an hour,5.0,t,Eixample,Apartment,Private room,2,,70,2,260,0,,13,1,0.75
within an hour,45.0,t,Eixample,Apartment,Entire home/apt,5,,500,3,69,45,86.0,28,0,0.65
within a few hours,25.0,t,Sant Martí,Apartment,Entire home/apt,6,,296,3,142,4,67.0,21,2,0.6875
within an hour,2.0,t,Sant Andreu,Apartment,Private room,1,,17,1,172,24,82.0,5,1,0.65
within an hour,37.0,t,Eixample,Apartment,Entire home/apt,2,,114,3,306,115,86.0,32,3,0.95
within a few hours,1.0,t,Ciutat Vella,Apartment,Private room,1,,38,2,339,60,95.0,21,6,0.7375
,1.0,t,Sant Martí,Apartment,Private room,2,,24,2,0,12,97.0,9,1,0.15000000000000002
,2.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,90,30,358,0,,10,2,0.6
within a few hours,1.0,t,Gràcia,Apartment,Entire home/apt,4,,58,5,75,227,91.0,26,3,0.4375
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,10,,240,1,88,88,93.0,40,2,0.5
within a few hours,1.0,t,Sant Andreu,Apartment,Entire home/apt,2,,25,1,225,124,92.0,55,21,0.6375
within a day,2.0,t,Ciutat Vella,Apartment,Private room,2,,33,1,176,4,80.0,10,1,0.525
within a few hours,1.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,560.0,71,3,87,216,88.0,18,0,0.4375
within a few hours,1.0,t,Gràcia,Apartment,Entire home/apt,8,0.0,500,5,143,48,95.0,24,2,0.5375
within a few hours,58.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,6,,107,3,312,2,70.0,33,0,0.9375
within a few hours,1.0,t,Sant Martí,Apartment,Private room,2,,40,1,24,0,,18,4,0.3375
a few days or more,1.0,t,Ciutat Vella,Apartment,Private room,1,,2000,4,179,0,,10,1,0.4125
within an hour,6.0,t,Eixample,Apartment,Private room,2,,89,1,156,39,90.0,9,1,0.7
within an hour,3.0,t,Eixample,Apartment,Private room,1,,30,2,6,19,92.0,20,2,0.45
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,4,,150,7,25,66,99.0,37,4,0.4
,1.0,t,Eixample,Apartment,Private room,2,,50,3,28,1,100.0,34,6,0.15000000000000002
within a few hours,2.0,t,Sant Martí,House,Private room,1,,20,31,89,33,86.0,12,2,0.48750000000000004
within a few hours,9.0,t,Gràcia,Apartment,Entire home/apt,5,700.0,38,1,138,25,81.0,20,2,0.6375
within an hour,2.0,t,Sants-Montjuïc,Apartment,Private room,3,,62,2,300,20,99.0,23,0,0.75
,1.0,t,Ciutat Vella,Apartment,Private room,2,,150,31,87,0,,18,2,0.25
,2.0,t,Eixample,Apartment,Private room,3,,60,5,0,0,,8,1,0.2
within an hour,206.0,t,Sants-Montjuïc,Apartment,Entire home/apt,6,,400,2,309,38,79.0,24,2,1.0
within a day,71.0,t,Ciutat Vella,Apartment,Entire home/apt,12,,150,1,88,0,,28,2,0.575
within a few hours,3.0,t,Ciutat Vella,Serviced apartment,Entire home/apt,4,,190,1,199,2,80.0,13,1,0.5875
within an hour,62.0,t,Eixample,Serviced apartment,Entire home/apt,4,,150,2,315,9,100.0,30,3,1.0
within a few hours,2.0,t,Sarrià-Sant Gervasi,Apartment,Private room,1,,35,2,79,22,89.0,19,2,0.48750000000000004
within an hour,3.0,t,Eixample,Apartment,Private room,1,,35,1,158,11,88.0,31,4,0.65
,1.0,t,Sants-Montjuïc,House,Private room,2,,389,2,0,0,,16,3,0.15000000000000002
within an hour,4.0,t,Eixample,Apartment,Private room,1,,23,2,276,24,82.0,28,6,0.75
,1.0,t,Sant Martí,House,Private room,2,,39,3,0,0,,7,1,0.15000000000000002
within a few hours,4.0,t,Ciutat Vella,Apartment,Private room,2,,26,30,283,1,80.0,28,2,0.6875
within a day,0.0,t,Eixample,Apartment,Private room,1,,36,5,57,0,,9,2,0.325
within a day,13.0,t,Sants-Montjuïc,Apartment,Entire home/apt,5,,75,32,268,1,100.0,19,0,0.7250000000000001
within an hour,12.0,t,Sants-Montjuïc,Apartment,Entire home/apt,5,,109,3,124,57,93.0,30,1,0.75
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,2,,40,3,347,6,70.0,11,1,0.85
within a day,0.0,t,Ciutat Vella,Apartment,Private room,2,,50,1,149,0,,10,2,0.425
,12.0,f,Eixample,Serviced apartment,Private room,1,,44,3,0,0,,31,1,0.30000000000000004
within a few hours,2.0,t,Eixample,Apartment,Private room,1,,27,32,365,0,,8,2,0.7875
,1.0,t,Les Corts,Apartment,Private room,1,,40,2,37,44,100.0,20,0,0.15000000000000002
within an hour,15.0,t,Sants-Montjuïc,Hostel,Private room,4,,200,1,75,5,92.0,38,8,0.65
,1.0,t,Eixample,Apartment,Private room,2,,50,2,0,17,96.0,14,2,0.15000000000000002
within an hour,3.0,t,Gràcia,Apartment,Private room,2,,59,1,256,29,96.0,33,3,0.75
within an hour,2.0,t,Sants-Montjuïc,Apartment,Private room,2,,30,2,279,142,84.0,19,3,0.75
within an hour,43.0,t,Sant Martí,Serviced apartment,Entire home/apt,8,,435,3,84,22,91.0,55,21,0.65
within an hour,5.0,t,Ciutat Vella,Apartment,Private room,2,,45,1,226,16,91.0,28,3,0.75
,2.0,t,Les Corts,Apartment,Private room,1,,21,1,0,1,100.0,14,1,0.2
within an hour,126.0,t,Eixample,Apartment,Entire home/apt,2,,56,32,22,0,,7,1,0.6
within a few hours,1.0,t,Sant Martí,Apartment,Private room,2,,41,3,63,11,89.0,36,8,0.4375
,0.0,t,Ciutat Vella,Condominium,Entire home/apt,2,,75,31,66,0,,19,3,0.2
within an hour,3.0,t,Ciutat Vella,Apartment,Private room,4,,30,2,150,11,98.0,27,2,0.65
within a few hours,2.0,t,Ciutat Vella,Apartment,Private room,1,,40,3,153,7,86.0,22,3,0.5875
within an hour,4.0,t,Ciutat Vella,Apartment,Private room,2,,49,2,57,0,,41,11,0.55
within a day,15.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,105,32,317,2,100.0,30,1,0.825
within an hour,131.0,t,Ciutat Vella,Apartment,Entire home/apt,5,,57,1,73,5,96.0,19,1,0.7
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,5,,90,3,208,230,97.0,52,12,0.7
within an hour,9.0,t,Ciutat Vella,Apartment,Private room,2,,45,1,318,3,60.0,18,2,0.9
within an hour,22.0,t,Sant Martí,Apartment,Entire home/apt,6,,65,7,68,3,60.0,18,1,0.65
within an hour,10.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,99,1,118,3,87.0,16,1,0.7
within a day,1.0,t,Eixample,Apartment,Private room,4,,70,3,41,11,80.0,9,1,0.275
within a day,9.0,t,Eixample,Apartment,Entire home/apt,3,,148,32,339,0,,18,2,0.775
within a day,27.0,t,Eixample,Apartment,Entire home/apt,2,,60,31,344,0,,28,0,0.825
within an hour,34.0,t,Sarrià-Sant Gervasi,Apartment,Entire home/apt,2,,125,31,323,3,100.0,54,14,0.95
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,4,,151,3,92,129,96.0,32,2,0.5
,1.0,t,Eixample,Apartment,Private room,1,,30,1,0,1,80.0,24,2,0.15000000000000002
within an hour,0.0,t,Sant Martí,Townhouse,Private room,8,,300,1,170,1,100.0,17,4,0.55
within an hour,10.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,99,1,143,12,80.0,18,2,0.7
within a day,71.0,t,Sants-Montjuïc,Apartment,Entire home/apt,6,,125,1,86,0,,16,1,0.575
within an hour,33.0,t,Gràcia,Apartment,Entire home/apt,6,,93,32,114,89,95.0,21,2,0.75
within an hour,2.0,t,Eixample,Apartment,Entire home/apt,5,,204,3,328,3,80.0,26,1,0.85
a few days or more,1.0,t,Ciutat Vella,Apartment,Private room,2,,119,31,364,0,,13,1,0.6125
within an hour,15.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,59,30,283,0,,18,0,0.8500000000000001
within an hour,3.0,t,Eixample,Apartment,Entire home/apt,4,,81,1,227,291,98.0,33,1,0.75
within a day,10.0,t,Eixample,Apartment,Entire home/apt,6,,500,1,332,3,80.0,16,1,0.775
within an hour,0.0,t,Gràcia,Apartment,Private room,1,,40,3,11,17,100.0,33,1,0.35
,1.0,t,Ciutat Vella,Apartment,Private room,2,,30,3,0,1,80.0,8,1,0.15000000000000002
within an hour,13.0,t,Eixample,Condominium,Private room,1,,28,30,269,0,,11,1,0.8500000000000001
within an hour,2.0,t,Eixample,Apartment,Private room,2,,54,7,20,72,98.0,35,7,0.45
within a few hours,1.0,t,Sants-Montjuïc,Apartment,Entire home/apt,4,,90,32,106,1,80.0,10,1,0.5375
within an hour,19.0,t,Eixample,Apartment,Entire home/apt,8,,300,2,346,32,94.0,27,1,0.95
,1.0,t,Ciutat Vella,Apartment,Private room,2,,40,1,0,0,,13,1,0.15000000000000002
within a day,21.0,t,Eixample,Apartment,Entire home/apt,4,,59,32,327,1,,12,1,0.825
within a day,7.0,t,Les Corts,Apartment,Private room,3,,9,1,325,2,,4,1,0.775
within an hour,1.0,t,Sants-Montjuïc,Apartment,Private room,2,,60,1,12,19,92.0,17,0,0.4
,2.0,t,Gràcia,Apartment,Private room,2,,51,2,0,5,95.0,9,2,0.2
within a few hours,11.0,t,Ciutat Vella,Apartment,Entire home/apt,2,,65,30,364,0,,22,3,0.8875
a few days or more,1.0,t,Eixample,Apartment,Private room,1,,40,4,282,0,,7,1,0.5125
within an hour,2.0,t,Sant Martí,Apartment,Private room,2,,25,1,288,36,86.0,13,2,0.75
within an hour,6.0,t,Ciutat Vella,Bed and breakfast,Private room,2,,55,1,69,264,89.0,43,11,0.6
within a few hours,58.0,t,Eixample,Apartment,Entire home/apt,8,,102,3,275,3,67.0,39,1,0.8375
,1.0,t,Sant Martí,Apartment,Private room,1,,33,3,0,2,100.0,3,1,0.15000000000000002
within an hour,1.0,t,Eixample,Apartment,Private room,2,,35,2,75,210,84.0,38,13,0.5
within an hour,3.0,t,Eixample,Apartment,Private room,2,,35,1,42,68,85.0,22,2,0.45
within an hour,10.0,t,Ciutat Vella,Apartment,Entire home/apt,4,,104,32,264,6,83.0,22,4,0.8
,1.0,t,Eixample,Apartment,Private room,2,,28,3,0,0,,15,1,0.15000000000000002
within an hour,1.0,t,Eixample,Apartment,Entire home/apt,4,,85,2,282,45,90.0,34,4,0.7
within an hour,206.0,t,Eixample,Apartment,Entire home/apt,7,,600,2,331,11,91.0,25,3,1.0
within a day,1.0,t,Sant Martí,Apartment,Private room,2,,50,5,273,26,99.0,24,5,0.575
within a few hours,1.0,t,Eixample,Apartment,Entire home/apt,6,,120,4,213,77,96.0,31,2,0.6375
within an hour,2.0,t,Ciutat Vella,Apartment,Private room,2,,65,1,322,34,85.0,30,4,0.85
within an hour,36.0,t,Eixample,Apartment,Entire home/apt,4,,94,32,278,2,100.0,27,4,0.8500000000000001
within an hour,40.0,t,Les Corts,Serviced apartment,Entire home/apt,4,,120,1,143,3,93.0,26,3,0.75
within an hour,5.0,t,Eixample,Apartment,Entire home/apt,2,,160,3,324,2,70.0,14,0,0.85
within an hour,3.0,t,Sants-Montjuïc,Apartment,Private room,2,,55,4,282,2,100.0,7,1,0.75
within an hour,43.0,t,Eixample,Serviced apartment,Entire home/apt,4,,258,3,123,7,91.0,22,0,0.75
